title,is_productive
Kant & Categorical Imperatives: Crash Course Philosophy #35
LARP: Crash Course Games #26
Outtakes #3: Crash Course Physics
Natural Law Theory: Crash Course Philosophy #34
Circuit Analysis: Crash Course Physics #30
Divine Command Theory: Crash Course Philosophy #33
A Note on CC Human Geography
The History of Game Shows: Crash Course Games #25
DC Resistors & Batteries: Crash Course Physics #29
Metaethics: Crash Course Philosophy #32
Input Devices: Crash Course Games #24
Electric Current: Crash Course Physics #28
Aesthetics: Crash Course Philosophy #31
"Voltage, Electric Energy, and Capacitors: Crash Course Physics #27"
Outtakes #3: Crash Course Philosophy
Handhelds: Crash Course Games #23
Electric Fields: Crash Course Physics #26
Aesthetic Appreciation: Crash Course Philosophy #30
Open World Games: Crash Course Games #22
Electric Charge: Crash Course Physics #25
Nonexistent Objects & Imaginary Worlds: Crash Course Philosophy #29
The Future of Virtual Reality: Crash Course Games #21
Engines: Crash Course Physics #24
"Literature Outtakes, Year Three"
How Words Can Harm: Crash Course Philosophy #28
Outtakes #2: Crash Course Games
Thermodynamics: Crash Course Physics #23
Netflix & Chill: Crash Course Philosophy #27
PC Gaming: Crash Course Games #20
The Physics of Heat: Crash Course Physics #22
Sula: Crash Course Literature 309
Game Design: Crash Course Games #19
Kinetic Theory and Phase Changes: Crash Course Physics #21
Language & Meaning: Crash Course Philosophy #26
Outtakes #2: Crash Course Physics
Invisible Man: Crash Course Literature 308
Compatibilism: Crash Course Philosophy #25
Role-playing Games: Crash Course Games #18
Temperature: Crash Course Physics #20
100 Years of Solitude Part 2: Crash Course Literature 307
Determinism vs Free Will: Crash Course Philosophy #24
The Physics of Music: Crash Course Physics #19
100 Years of Solitude Part 1: Crash Course Literature 306
Artificial Intelligence & Personhood: Crash Course Philosophy #23
"The Olympics, FIFA, and why we love sports: Crash Course Games #17"
Sound: Crash Course Physics #18
Lord of the Flies: Crash Course Literature 305
Where Does Your Mind Reside?: Crash Course Philosophy #22
Psychology of Gaming: Crash Course Games #16
Traveling Waves: Crash Course Physics #17
Shakespeare's Sonnets: Crash Course Literature 304
Personhood: Crash Course Philosophy #21
Educational Games: Crash Course Games #15
Simple Harmonic Motion: Crash Course Physics #16
"The Raft, the River, and The Weird Ending of Huckleberry Finn: Crash Course Literature 303"
Outtakes #2: Crash Course Philosophy
Board Games: Crash Course Games #14
Fluids in Motion: Crash Course Physics #15
The Adventures of Huckleberry Finn Part 1: Crash Course Literature 302
Arguments Against Personal Identity: Crash Course Philosophy #20
Card Games: Crash Course Games #13
Fluids at Rest: Crash Course Physics #14
Their Eyes Were Watching God: Crash Course Literature 301
Outtakes #1: Crash Course Games
Outtakes #1: Crash Course Physics
Crash Course Literature 3 Preview
Personal Identity: Crash Course Philosophy #19
MMORPGs - Crash Course Games #12
Statics: Crash Course Physics #13
Batman & Identity: Crash Course Philosophy #18
Casual Gaming: Crash Course Games #11
Torque: Crash Course Physics #12
Crash Course Econ Outtakes
Perspectives on Death: Crash Course Philosophy #17
Microsoft and Connected Consoles: Crash Course Games #10
Rotational Motion: Crash Course Physics #11
The Economics of Happiness: Crash Course Economics #35
Existentialism: Crash Course Philosophy #16
Playstation and More Immersive Video Games: Crash Course Games #9
Collisions: Crash Course Physics #10
Sega and More Mature Video Games: Crash Course Games #8
Foreign Aid and Remittance: Crash Course Economics #34
"Work, Energy, and Power: Crash Course Physics #9"
Indiana Jones & Pascal's Wager: Crash Course Philosophy #15
Nintendo and a New Standard for Video Games: Crash Course Games #7
Newtonian Gravity: Crash Course Physics #8
The Economics of Immigration: Crash Course Economics #33
"Anti-Vaxxers, Conspiracy Theories, & Epistemic Responsibility: Crash Course Philosophy #14"
The Video Game Crash of 1983: Crash Course Games #6
Uniform Circular Motion: Crash Course Physics #7
The Problem of Evil: Crash Course Philosophy #13
The Underground Economy: Crash Course Economics #32
The First Home Consoles: Crash Course Games #5
Friction: Crash Course Physics #6
What Is God Like?: Crash Course Philosophy #12
Newton's Laws: Crash Course Physics #5
Taxes: Crash Course Economics #31
Intelligent Design: Crash Course Philosophy #11
Atari and the Business of Video Games: Crash Course Games #4
Vectors and 2D Motion: Crash Course Physics #4
Outtakes #1: Crash Course Philosophy
The Economics of Death: Crash Course Economics #30
The Dawn of Video Games: Crash Course Games #3
Integrals: Crash Course Physics #3
Aquinas & the Cosmological Arguments: Crash Course Philosophy #10
Ancient Games: Crash Course Games #2
Derivatives: Crash Course Physics #2
The Economics of Healthcare: Crash Course Economics #29
Anselm & the Argument for God: Crash Course Philosophy #9
What is a Game?: Crash Course Games #1
Motion in a Straight Line: Crash Course Physics #1
"Karl Popper, Science, & Pseudoscience: Crash Course Philosophy #8"
Labor Markets and Minimum Wage: Crash Course Economics #28
Crash Course Games Preview
The Meaning of Knowledge: Crash Course Philosophy #7
"Locke, Berkeley, & Empiricism: Crash Course Philosophy #6"
Outtakes #5: Crash Course Government and Politics
Behavioral Economics: Crash Course Economics #27
"Cartesian Skepticism - Neo, Meet Rene: Crash Course Philosophy #5"
Game Theory and Oligopoly: Crash Course Economics #26
Foreign Policy: Crash Course Government and Politics #50
Leonardo DiCaprio & The Nature of Reality: Crash Course Philosophy #4
Social Policy: Crash Course Government and Politics #49
Monopolies and Anti-Competitive Markets: Crash Course Economics #25
How to Argue - Induction & Abduction: Crash Course Philosophy #3
Crash Course Physics Preview
"Revenue, Profits, and Price: Crash Course Economics #24"
How to Argue - Philosophical Reasoning: Crash Course Philosophy #2
Monetary and Fiscal Policy: Crash Course Government and Politics #48
Explore The Solar System: 360 Degree Interactive Tour!
Economics of Education: Crash Course Economics #23
What is Philosophy?: Crash Course Philosophy #1
Government Regulation: Crash Course Government and Politics #47
Market Economy: Crash Course Government and Politics #46
Outtakes #5: Crash Course Astronomy
Environmental Econ: Crash Course Economics #22
Media Regulation: Crash Course Government and Politics #45
"Market Failures, Taxes, and Subsidies: Crash Course Economics #21"
"Everything, The Universe...And Life: Crash Course Astronomy #46"
Crash Course Philosophy Preview
Media Institution: Crash Course Government and Politics #44
Deep Time: Crash Course Astronomy #45
"Price Controls, Subsidies, and the Risks of Good Intentions: Crash Course Economics #20"
Outtakes #6: Crash Course A&P
Interest Group Formation: Crash Course Government and Politics #43
A Brief History of the Universe: Crash Course Astronomy #44
"Markets, Efficiency, and Price Signals: Crash Course Economics #19"
Outtakes #5: Crash Course A&P
"Immune System, Part 3: Crash Course Anatomy & Physiology #47"
Interest Groups: Crash Course Government and Politics #42
"Dark Energy, Cosmology part 2: Crash Course Astronomy #43"
"Immune System, Part 2: Crash Course Anatomy & Physiology #46"
"Marginal Analysis, Roller Coasters, Elasticity, and Van Gogh: Crash Course Economics #18"
Party Systems: Crash Course Government and Politics #41
"The Big Bang, Cosmology part 1: Crash Course Astronomy #42"
"Immune System, Part 1: Crash Course Anatomy & Physiology #45"
Income and Wealth Inequality: Crash Course Economics #17
Political Parties: Crash Course Government and Politics #40
Dark Matter: Crash Course Astronomy #41
Lymphatic System: Crash Course Anatomy & Physiology #44
Globalization and Trade and Poverty: Crash Course Economics #16
Outtakes #4: Crash Course Government and Politics
"Reproductive System, Part 4 - Pregnancy & Development: Crash Course Anatomy & Physiology #43"
Political Campaigns: Crash Course Government and Politics #39
"Imports, Exports, and Exchange Rates: Crash Course Economics #15"
Outtakes #4: Crash Course Astronomy
"Reproductive System, Part 3 - Sex & Fertilization: Crash Course Anatomy & Physiology #42"
How Voters Decide: Crash Course Government and Politics #38
Gamma-Ray Bursts: Crash Course Astronomy #40
"Reproductive System, Part 2 - Male Reproductive System: Crash Course Anatomy & Physiology #41"
Economic Schools of Thought: Crash Course Economics #14
"Galaxies, part 2: Crash Course Astronomy #39"
Outtakes #4: Crash Course A&P
Gerrymandering: Crash Course Government and Politics #37
"Recession, Hyperinflation, and Stagflation: Crash Course Economics #13"
"Galaxies, part 1: Crash Course Astronomy #38"
"Reproductive System, Part 1 - Female Reproductive System: Crash Course Anatomy & Physiology #40"
Election Basics: Crash Course Government and Politics #36
The Milky Way: Crash Course Astronomy #37
How it Happened - The 2008 Financial Crisis: Crash Course Economics #12
"Urinary System, Part 2: Crash Course Anatomy & Physiology #39"
Political Ideology: Crash Course Government and Politics #35
Nebulae: Crash Course Astronomy #36
Money and Finance: Crash Course Economics #11
"Urinary System, Part 1: Crash Course Anatomy & Physiology #38"
Shaping Public Opinion: Crash Course Government and Politics #34
Star Clusters: Crash Course Astronomy #35
What's all the Yellen About? Monetary Policy and the Federal Reserve: Crash Course Economics #10
"Metabolism & Nutrition, Part 2: Crash Course Anatomy & Physiology #37"
Public Opinion: Crash Course Government and Politics #33
Binary and Multiple Stars: Crash Course Astronomy #34
"Metabolism & Nutrition, Part 1: Crash Course Anatomy & Physiology #36"
Affirmative Action: Crash Course Government and Politics #32
Black Holes: Crash Course Astronomy #33
Deficits & Debts: Crash Course Economics #9
"Digestive System, Part 3: Crash Course Anatomy & Physiology #35"
Discrimination: Crash Course Government and Politics #31
Neutron Stars: Crash Course Astronomy #32
Fiscal Policy and Stimulus: Crash Course Economics #8
"Digestive System, Part 2: Crash Course Anatomy & Physiology #34"
Inflation and Bubbles and Tulips: Crash Course Economics #7
Outtakes #3: Crash Course Government and Politics
High Mass Stars: Crash Course Astronomy #31
"Digestive System, Part 1: Crash Course Anatomy & Physiology #33"
Sex Discrimination: Crash Course Government and Politics #30
Outtakes #3: Crash Course Astronomy
"Respiratory System, Part 2: Crash Course Anatomy & Physiology #32"
Equal Protection: Crash Course Government and Politics #29
Productivity and Growth: Crash Course Economics #6
White Dwarfs & Planetary Nebulae: Crash Course Astronomy #30
"Respiratory System, Part 1: Crash Course Anatomy & Physiology #31"
Macroeconomics: Crash Course Economics #5
Due Process of Law: Crash Course Government and Politics #28
Low Mass Stars: Crash Course Astronomy #29
Outtakes #3: Crash Course A&P
Search and Seizure: Crash Course Government and Politics #27
Supply and Demand: Crash Course Economics #4
Brown Dwarfs: Crash Course Astronomy #28
"Blood, Part 2 - There Will Be Blood: Crash Course Anatomy & Physiology #30"
Freedom of the Press: Crash Course Government and Politics #26
